strain	accession	clade	description	original_date	date	date_precision
PQ507870.1	PQ507870.1	G2c	Porcine epidemic diarrhea virus isolate SC/MY/2023 spike protein gene, complete cds	2023	2023-07-01	year
PQ507871.1	PQ507871.1	G2c	Porcine epidemic diarrhea virus isolate SC/SN/2023 spike protein gene, complete cds	2023	2023-07-01	year
PQ507872.1	PQ507872.1	G2c	Porcine epidemic diarrhea virus isolate SC/LS/2023 spike protein gene, complete cds	2023	2023-07-01	year
PQ682538.1	PQ682538.1	G2c	Porcine epidemic diarrhea virus strain AHCZ02, complete genome	Oct-2022	2022-10-15	month
PQ870875.1	PQ870875.1	G2c	Porcine epidemic diarrhea virus strain SC-JG spike protein gene, complete cds	Jan-2025	2025-01-15	month
PQ870876.1	PQ870876.1	G2c	Porcine epidemic diarrhea virus strain YN-QJ spike protein gene, complete cds	Jan-2025	2025-01-15	month
PQ870877.1	PQ870877.1	G2c	Porcine epidemic diarrhea virus strain FJ-NP spike protein gene, complete cds	Jan-2025	2025-01-15	month
PV036764.1	PV036764.1	G2c	Porcine epidemic diarrhea virus isolate HLJ10, complete genome	2024	2024-07-01	year
PV036765.1	PV036765.1	G2c	Porcine epidemic diarrhea virus isolate HLJ8, complete genome	2024	2024-07-01	year
PV036767.1	PV036767.1	G2c	Porcine epidemic diarrhea virus isolate HLJ6, complete genome	2024	2024-07-01	year
PV036768.1	PV036768.1	G2c	Porcine epidemic diarrhea virus isolate SSX1, complete genome	2023	2023-07-01	year
PV036772.1	PV036772.1	G2c	Porcine epidemic diarrhea virus isolate SSX1-1, complete genome	2023	2023-07-01	year
PV036773.1	PV036773.1	G2c	Porcine epidemic diarrhea virus isolate HB1, complete genome	2023	2023-07-01	year
PV036776.1	PV036776.1	G2c	Porcine epidemic diarrhea virus isolate HB4, complete genome	2023	2023-07-01	year
PV036777.1	PV036777.1	G2c	Porcine epidemic diarrhea virus isolate HB5, complete genome	2023	2023-07-01	year
PV036778.1	PV036778.1	G2c	Porcine epidemic diarrhea virus isolate HLJ13, complete genome	2024	2024-07-01	year
PV036779.1	PV036779.1	G2c	Porcine epidemic diarrhea virus isolate HLJ14, complete genome	2024	2024-07-01	year
PV036780.1	PV036780.1	G2c	Porcine epidemic diarrhea virus isolate HLJ11, complete genome	2024	2024-07-01	year
PV036781.1	PV036781.1	G2c	Porcine epidemic diarrhea virus isolate HB6, complete genome	2024	2024-07-01	year
PV107499.1	PV107499.1	G2c	Porcine epidemic diarrhea virus isolate EHuB4_2021_Swine_HB, complete genome	2021	2021-07-01	year
PV125746.1	PV125746.1	G2c	Porcine epidemic diarrhea virus isolate 23GXNN-1, complete genome	Mar-2023	2023-03-15	month
PV146387.1	PV146387.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW26/2022 S protein (S) gene, partial cds	2022	2022-07-01	year
PV146388.1	PV146388.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW27/2022 S protein (S) gene, partial cds	2022	2022-07-01	year
PV146389.1	PV146389.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW28/2022 S protein (S) gene, partial cds	2022	2022-07-01	year
PV146390.1	PV146390.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW29/2022 S protein (S) gene, partial cds	2022	2022-07-01	year
PV146391.1	PV146391.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW30/2023 S protein (S) gene, partial cds	2023	2023-07-01	year
PV146392.1	PV146392.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW31/2023 S protein (S) gene, partial cds	2023	2023-07-01	year
PV146393.1	PV146393.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW32/2023 S protein (S) gene, partial cds	2023	2023-07-01	year
PV146394.1	PV146394.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW33/2023 S protein (S) gene, partial cds	2023	2023-07-01	year
PV146398.1	PV146398.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW15/2024 S protein (S) gene, partial cds	2024	2024-07-01	year
PV146399.1	PV146399.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/SW37/2024 S protein (S) gene, partial cds	2024	2024-07-01	year
PV146401.1	PV146401.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate PEDV-CHN-SW37-2024, partial genome	2024	2024-07-01	year
PV250054.1	PV250054.1	G2c	Porcine epidemic diarrhea virus isolate 23GXGL-1 spike protein (S) gene, complete cds	Apr-2023	2023-04-15	month
PV250055.1	PV250055.1	G2c	Porcine epidemic diarrhea virus isolate 23GXGL-2 spike protein (S) gene, complete cds	Apr-2023	2023-04-15	month
PV389918.1	PV389918.1	G2c	Porcine epidemic diarrhea virus isolate GD-QY spike protein gene, complete cds	2025	2025-07-01	year
PV389919.1	PV389919.1	G2c	Porcine epidemic diarrhea virus isolate HB2024, partial genome	2024	2024-07-01	year
PV394113.1	PV394113.1	G2c	Porcine epidemic diarrhea virus isolate 23GXNN-2 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV394114.1	PV394114.1	G2c	Porcine epidemic diarrhea virus isolate 24GXNN-1 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV409558.1	PV409558.1	G2c	Porcine epidemic diarrhea virus isolate SXHZ/2019 spike protein gene, complete cds	Oct-2019	2019-10-15	month
PV409559.1	PV409559.1	G2c	Porcine epidemic diarrhea virus isolate CH/GSLZ spike protein gene, complete cds	Sep-2020	2020-09-15	month
PV409560.1	PV409560.1	G2c	Porcine epidemic diarrhea virus isolate CH/HNAY spike protein gene, complete cds	Dec-2021	2021-12-15	month
PV409561.1	PV409561.1	G2c	Porcine epidemic diarrhea virus isolate CH/HNJZ spike protein gene, complete cds	Nov-2020	2020-11-15	month
PV409562.1	PV409562.1	G2c	Porcine epidemic diarrhea virus isolate CH/SXAK spike protein gene, complete cds	Apr-2022	2022-04-15	month
PV409563.1	PV409563.1	G2c	Porcine epidemic diarrhea virus isolate CH/HNLY/2021 spike protein gene, complete cds	Nov-2021	2021-11-15	month
PV409564.1	PV409564.1	G2c	Porcine epidemic diarrhea virus isolate CH/SXJC spike protein gene, complete cds	Dec-2020	2020-12-15	month
PV409565.1	PV409565.1	G2c	Porcine epidemic diarrhea virus isolate SXYC/2021 spike protein gene, complete cds	Sep-2021	2021-09-15	month
PV409566.1	PV409566.1	G2c	Porcine epidemic diarrhea virus isolate CH/SXTC spike protein gene, complete cds	Oct-2022	2022-10-15	month
PV409567.1	PV409567.1	G2c	Porcine epidemic diarrhea virus isolate CH/HNXC spike protein gene, complete cds	Apr-2021	2021-04-15	month
PV409568.1	PV409568.1	G2c	Porcine epidemic diarrhea virus isolate SXBJ/2022 spike protein gene, complete cds	Mar-2022	2022-03-15	month
PV464256.1	PV464256.1	G2c	Porcine epidemic diarrhea virus isolate CH-HNZZ-2023, complete genome	2023	2023-07-01	year
PV523957.1	PV523957.1	G2c	Porcine epidemic diarrhea virus isolate AH01-01-CN_2023 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523958.1	PV523958.1	G2c	Porcine epidemic diarrhea virus isolate AH01-02-CN_2024 spike protein (S) gene, complete cds	Feb-2024	2024-02-15	month
PV523959.1	PV523959.1	G2c	Porcine epidemic diarrhea virus isolate AH01-03-CN_2022 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523960.1	PV523960.1	G2c	Porcine epidemic diarrhea virus isolate AH02-01-CN_2023 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523961.1	PV523961.1	G2c	Porcine epidemic diarrhea virus isolate AH02-03-CN_2022 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523962.1	PV523962.1	G2c	Porcine epidemic diarrhea virus isolate AH03-08-CN_2024 spike protein (S) gene, complete cds	Aug-2024	2024-08-15	month
PV523963.1	PV523963.1	G2c	Porcine epidemic diarrhea virus isolate AH03-11-CN_2021 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523964.1	PV523964.1	G2c	Porcine epidemic diarrhea virus isolate AH03-11-CN_2023 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523965.1	PV523965.1	G2c	Porcine epidemic diarrhea virus isolate AH04-09-CN_2024 spike protein (S) gene, complete cds	Sep-2024	2024-09-15	month
PV523966.1	PV523966.1	G2c	Porcine epidemic diarrhea virus isolate AH04-12-CN_2023 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523967.1	PV523967.1	G2c	Porcine epidemic diarrhea virus isolate AH05-03-CN_2023 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523968.1	PV523968.1	G2c	Porcine epidemic diarrhea virus isolate AH05-11-CN_2024 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523969.1	PV523969.1	G2c	Porcine epidemic diarrhea virus isolate AH06-11-CN_2024 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523970.1	PV523970.1	G2c	Porcine epidemic diarrhea virus isolate AH07-12-CN_2024 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523971.1	PV523971.1	G2c	Porcine epidemic diarrhea virus isolate AH09-12-CN_2024 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523972.1	PV523972.1	G2c	Porcine epidemic diarrhea virus isolate GX01-01-CN_2023 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523973.1	PV523973.1	G2c	Porcine epidemic diarrhea virus isolate GX01-04-CN_2021 spike protein (S) gene, complete cds	Apr-2024	2024-04-15	month
PV523974.1	PV523974.1	G2c	Porcine epidemic diarrhea virus isolate GX01-03-CN_2024 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523975.1	PV523975.1	G2c	Porcine epidemic diarrhea virus isolate GX02-04-CN_2024 spike protein (S) gene, complete cds	Apr-2024	2024-04-15	month
PV523976.1	PV523976.1	G2c	Porcine epidemic diarrhea virus isolate GX02-09-CN_2021 spike protein (S) gene, complete cds	Sep-2024	2024-09-15	month
PV523977.1	PV523977.1	G2c	Porcine epidemic diarrhea virus isolate GX02-09-CN_2023 spike protein (S) gene, complete cds	Sep-2024	2024-09-15	month
PV523978.1	PV523978.1	G2c	Porcine epidemic diarrhea virus isolate GX03-09-CN_2021 spike protein (S) gene, complete cds	Sep-2024	2024-09-15	month
PV523979.1	PV523979.1	G2c	Porcine epidemic diarrhea virus isolate GX04-12-CN_2024 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523980.1	PV523980.1	G2c	Porcine epidemic diarrhea virus isolate GX07-11-CN_2021 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523981.1	PV523981.1	G2c	Porcine epidemic diarrhea virus isolate HLJ01-07-CN_2024 spike protein (S) gene, complete cds	Jul-2024	2024-07-15	month
PV523982.1	PV523982.1	G2c	Porcine epidemic diarrhea virus isolate HuB01-01-CN_2021 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523983.1	PV523983.1	G2c	Porcine epidemic diarrhea virus isolate HuB02-03-CN_2021 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523984.1	PV523984.1	G2c	Porcine epidemic diarrhea virus isolate JS01-01-CN_2023 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523985.1	PV523985.1	G2c	Porcine epidemic diarrhea virus isolate JS01-03-CN_2022 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523986.1	PV523986.1	G2c	Porcine epidemic diarrhea virus isolate JS01-05-CN_2024 spike protein (S) gene, complete cds	May-2024	2024-05-15	month
PV523987.1	PV523987.1	G2c	Porcine epidemic diarrhea virus isolate JS02-01-CN_2023 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV523988.1	PV523988.1	G2c	Porcine epidemic diarrhea virus isolate JS02-03-CN_2022 spike protein (S) gene, complete cds	Mar-2024	2024-03-15	month
PV523989.1	PV523989.1	G2c	Porcine epidemic diarrhea virus isolate JS02-10-CN_2024 spike protein (S) gene, complete cds	Oct-2024	2024-10-15	month
PV523990.1	PV523990.1	G2c	Porcine epidemic diarrhea virus isolate SD01-06-CN_2024 spike protein (S) gene, complete cds	Jun-2024	2024-06-15	month
PV523991.1	PV523991.1	G2c	Porcine epidemic diarrhea virus isolate SD01-07-CN_2021 spike protein (S) gene, complete cds	Jul-2024	2024-07-15	month
PV523992.1	PV523992.1	G2c	Porcine epidemic diarrhea virus isolate SD02-11-CN_2024 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523993.1	PV523993.1	G2c	Porcine epidemic diarrhea virus isolate SD03-12-CN_2024 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523994.1	PV523994.1	G2c	Porcine epidemic diarrhea virus isolate SD05-12-CN_2022 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523995.1	PV523995.1	G2c	Porcine epidemic diarrhea virus isolate SD06-12-CN_2022 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV523996.1	PV523996.1	G2c	Porcine epidemic diarrhea virus isolate SX02-11-CN_2023 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523997.1	PV523997.1	G2c	Porcine epidemic diarrhea virus isolate SX01-04-CN_2022 spike protein (S) gene, complete cds	Apr-2024	2024-04-15	month
PV523998.1	PV523998.1	G2c	Porcine epidemic diarrhea virus isolate SX01-11-CN_2023 spike protein (S) gene, complete cds	Nov-2024	2024-11-15	month
PV523999.1	PV523999.1	G2c	Porcine epidemic diarrhea virus isolate ZJ02-01-CN_2022 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV524000.1	PV524000.1	G2c	Porcine epidemic diarrhea virus isolate ZJ03-01-CN_2022 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PV524001.1	PV524001.1	G2c	Porcine epidemic diarrhea virus isolate ZJ05-06-CN_2022 spike protein (S) gene, complete cds	Jun-2024	2024-06-15	month
PV524002.1	PV524002.1	G2c	Porcine epidemic diarrhea virus isolate ZJ06-08-CN_2022 spike protein (S) gene, complete cds	Aug-2024	2024-08-15	month
PV524003.1	PV524003.1	G2c	Porcine epidemic diarrhea virus isolate ZJ09-12-CN_2022 spike protein (S) gene, complete cds	Dec-2024	2024-12-15	month
PV536068.1	PV536068.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT11-1-2023, partial genome	2023	2023-07-01	year
PV536069.1	PV536069.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT12-1-2023, partial genome	2023	2023-07-01	year
PV536070.1	PV536070.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT5-2023, partial genome	2023	2023-07-01	year
PV536071.1	PV536071.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT6-1-2023, partial genome	2023	2023-07-01	year
PV536072.1	PV536072.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT9-1-2023, partial genome	2023	2023-07-01	year
PV609791.1	PV609791.1	G2c	Porcine epidemic diarrhea virus isolate PEDV BZ2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV609792.1	PV609792.1	G2c	Porcine epidemic diarrhea virus isolate PEDV CD2301 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV609793.1	PV609793.1	G2c	Porcine epidemic diarrhea virus isolate PEDV CD2302 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV609794.1	PV609794.1	G2c	Porcine epidemic diarrhea virus isolate PEDV CD2401 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV609795.1	PV609795.1	G2c	Porcine epidemic diarrhea virus isolate PEDV DY2401 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV609797.1	PV609797.1	G2c	Porcine epidemic diarrhea virus isolate PEDV GY2301 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV609799.1	PV609799.1	G2c	Porcine epidemic diarrhea virus isolate PEDV LS2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV614326.1	PV614326.1	G2c	Porcine epidemic diarrhea virus isolate MS2301 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV614327.1	PV614327.1	G2c	Porcine epidemic diarrhea virus isolate MS2302 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV614328.1	PV614328.1	G2c	Porcine epidemic diarrhea virus isolate MY2301 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV614333.1	PV614333.1	G2c	Porcine epidemic diarrhea virus isolate XC2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV614334.1	PV614334.1	G2c	Porcine epidemic diarrhea virus isolate ZY2301 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV614335.1	PV614335.1	G2c	Porcine epidemic diarrhea virus isolate ZY2302 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV614336.1	PV614336.1	G2c	Porcine epidemic diarrhea virus isolate ZY2401 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV614337.1	PV614337.1	G2c	Porcine epidemic diarrhea virus isolate MY2302 spike protein (S) gene, complete cds	2023	2023-07-01	year
PV641627.1	PV641627.1	G2c	Porcine epidemic diarrhea virus isolate PEDV ZG2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641628.1	PV641628.1	G2c	Porcine epidemic diarrhea virus isolate PEDV MY2404 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641629.1	PV641629.1	G2c	Porcine epidemic diarrhea virus isolate PEDV MY2402 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641630.1	PV641630.1	G2c	Porcine epidemic diarrhea virus isolate PEDV GA2401 spike protein (S) gene, complete cds	2024	2024-07-01	year
PV641631.1	PV641631.1	G2c	Porcine epidemic diarrhea virus isolate PEDV CD2405 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641633.1	PV641633.1	G2c	Porcine epidemic diarrhea virus isolate PEDV CD2402 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641634.1	PV641634.1	G2c	Porcine epidemic diarrhea virus isolate YA2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV641635.1	PV641635.1	G2c	Porcine epidemic diarrhea virus isolate NC2401 spike protein (S) gene, partial cds	2024	2024-07-01	year
PV691661.1	PV691661.1	G2c	Porcine epidemic diarrhea virus isolate CH/SXWN/2019 spike protein gene, complete cds	2019	2019-07-01	year
PV800119.1	PV800119.1	G2c	Porcine epidemic diarrhea virus isolate XWF/2025, partial genome	Mar-2025	2025-03-15	month
PV844362.1	PV844362.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Oct-2023	2023-10-15	month
PV844363.1	PV844363.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Jul-2024	2024-07-15	month
PV844364.1	PV844364.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Jan-2025	2025-01-15	month
PV844365.1	PV844365.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Dec-2024	2024-12-15	month
PV844366.1	PV844366.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Feb-2025	2025-02-15	month
PV844368.1	PV844368.1	G2c	Porcine epidemic diarrhea virus isolate G2b spike protein gene, complete cds	Oct-2024	2024-10-15	month
PV844372.1	PV844372.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Mar-2025	2025-03-15	month
PV844373.1	PV844373.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Dec-2024	2024-12-15	month
PV844374.1	PV844374.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Jan-2024	2024-01-15	month
PV844375.1	PV844375.1	G2c	Porcine epidemic diarrhea virus isolate G2b spike protein gene, complete cds	May-2024	2024-05-15	month
PV844376.1	PV844376.1	G2c	Porcine epidemic diarrhea virus isolate G2c spike protein gene, complete cds	Apr-2024	2024-04-15	month
PV890950.1	PV890950.1	G2c	Porcine epidemic diarrhea virus isolate YN-XW 202505 spike protein gene, complete cds	2025-05	2025-05-15	month
PV902815.1	PV902815.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-JX spike protein (S) gene, complete cds	Mar-2025	2025-03-15	month
PV982377.1	PV982377.1	G2c	Porcine epidemic diarrhea virus isolate GX223, complete genome	2023-04	2023-04-15	month
PX146708.1	PX146708.1	G2c	Porcine epidemic diarrhea virus isolate GD1, complete genome	2024	2024-07-01	year
PX229687.1	PX229687.1	G2c	Porcine epidemic diarrhea virus isolate JS-XZFX202309 spike protein gene, complete cds	2021	2021-07-01	year
PX229689.1	PX229689.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQTJ202206 spike protein gene, complete cds	2021	2021-07-01	year
PX229690.1	PX229690.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQTJ202102 spike protein gene, complete cds	2021	2021-07-01	year
PX229691.1	PX229691.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQTJ2021 spike protein gene, complete cds	2021	2021-07-01	year
PX229692.1	PX229692.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-SQTJ2021-1 spike protein-like gene, complete sequence	2021	2021-07-01	year
PX229693.1	PX229693.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV202108 spike protein gene, complete cds	2021	2021-07-01	year
PX229694.1	PX229694.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV202106 spike protein gene, complete cds	2021	2021-07-01	year
PX229695.1	PX229695.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV202105 spike protein gene, complete cds	2021	2021-07-01	year
PX229696.1	PX229696.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV202104 spike protein gene, complete cds	2021	2021-07-01	year
PX229697.1	PX229697.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV202102 spike protein gene, complete cds	2021	2021-07-01	year
PX229698.1	PX229698.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQMV2021 spike protein gene, complete cds	2021	2021-07-01	year
PX229699.1	PX229699.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-SQBQ202205 spike protein-like gene, partial sequence	2021	2021-07-01	year
PX229700.1	PX229700.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-SQBQ202202 spike protein-like gene, partial sequence	2021	2021-07-01	year
PX229701.1	PX229701.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQBQ202109 spike protein gene, complete cds	2021	2021-07-01	year
PX229703.1	PX229703.1	G2c	Porcine epidemic diarrhea virus isolate JS-SQ2021 spike protein gene, complete cds	2021	2021-07-01	year
PX229705.1	PX229705.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-LYGYT202310 spike protein-like gene, complete sequence	2021	2021-07-01	year
PX229707.1	PX229707.1	G2c	Porcine epidemic diarrhea virus isolate JS-CZYG202204 spike protein gene, partial cds	2021	2021-07-01	year
PX229708.1	PX229708.1	G2c	Porcine epidemic diarrhea virus isolate JS-CZYG202202 spike protein gene, partial cds	2021	2021-07-01	year
PX229709.1	PX229709.1	G2c	Porcine epidemic diarrhea virus isolate JS-CZXB2021 spike protein gene, partial cds	2021	2021-07-01	year
PX387542.1	PX387542.1	G2c	Porcine epidemic diarrhea virus isolate SH2501, complete genome	2025	2025-07-01	year
PX437825.1	PX437825.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-7, complete genome	2024	2024-07-01	year
PX482648.1	PX482648.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-AB, complete genome	Jun-2025	2025-06-15	month
PX482650.1	PX482650.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-RN, complete genome	Oct-2024	2024-10-15	month
PX482651.1	PX482651.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-SN, complete genome	Mar-2024	2024-03-15	month
PX482652.1	PX482652.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-YB, complete genome	Jun-2024	2024-06-15	month
PX482653.1	PX482653.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-NC, complete genome	Jan-2024	2024-01-15	month
PX482655.1	PX482655.1	G2c	Porcine epidemic diarrhea virus isolate CH-SWM-ZFC, complete genome	Dec-2024	2024-12-15	month
PX569374.1	PX569374.1	G2c	Porcine epidemic diarrhea virus isolate GD-HY spike protein gene, complete cds	2025-11	2025-11-15	month
PX634159.1	PX634159.1	G2c	Porcine epidemic diarrhea virus strain PEDV TZ 2025, complete genome	Jun-2025	2025-06-15	month
PX737630.1	PX737630.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/GX2025-01 spike glycoprotein gene, partial cds	2025	2025-07-01	year
PX737631.1	PX737631.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/GX2025-02 spike glycoprotein gene, partial cds	2025	2025-07-01	year
