accession	description	source_file	line_no	clade	source_header	raw_date	reason
MZ364308.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/997/2016, complete genome	G2bchinanew.txt	49	G2b	MZ364308.1|CH/GX/PEDV/997/2016|05-May-2016|China	05-May-2016	missing_or_unparseable_date
MZ364309.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/1008/2016, complete genome	G2bchinanew.txt	51	G2b	MZ364309.1|CH/GX/PEDV/1008/2016|29-May-2016|China	29-May-2016	missing_or_unparseable_date
MZ364314.1	Porcine epidemic diarrhea virus strain CH/GX/PEDV/2373/2018, complete genome	G2bchinanew.txt	156	G2b	MZ364314.1|CH/GX/PEDV/2373/2018|14-Nov-2018|China	14-Nov-2018	missing_or_unparseable_date
MZ581326.1	Porcine epidemic diarrhea virus strain YN150, complete genome	G2bchinanew.txt	16	G2b	MZ581326.1|YN150|20-Jul-2017|China	20-Jul-2017	missing_or_unparseable_date
ON649885.1	Porcine epidemic diarrhea virus strain JS-B, complete genome	G2bchinanew.txt	116	G2b	ON649885.1|JS-B|30-Dec-2021|China	30-Dec-2021	missing_or_unparseable_date
OP019333.1	Porcine epidemic diarrhea virus isolate PEDV/CH/BZ/2021 spike protein (S) gene, partial cds	G2bchinanew.txt	174	G2b	OP019333.1|PEDV/CH/BZ/2021|14-Aug-2021|China	14-Aug-2021	missing_or_unparseable_date
OP972835.1	Porcine epidemic diarrhea virus isolate YNBS/2022, complete genome	G2bchinanew.txt	169	G2b	OP972835.1|YNBS/2022|25-Oct-2022|China	25-Oct-2022	missing_or_unparseable_date
OQ122098.1	Porcine epidemic diarrhea virus isolate HBXG/2022 spike protein (S) gene, complete cds	G2bchinanew.txt	178	G2b	OQ122098.1|HBXG/2022|07-Apr-2022|China	07-Apr-2022	missing_or_unparseable_date
OQ122103.1	Porcine epidemic diarrhea virus isolate HBXT/2021 spike protein (S) gene, complete cds	G2bchinanew.txt	176	G2b	OQ122103.1|HBXT/2021|09-Nov-2021|China	09-Nov-2021	missing_or_unparseable_date
OQ122105.1	Porcine epidemic diarrhea virus isolate FJLY/2021 spike protein (S) gene, complete cds	G2bchinanew.txt	132	G2b	OQ122105.1|FJLY/2021|27-Dec-2021|China	27-Dec-2021	missing_or_unparseable_date
OQ122111.1	Porcine epidemic diarrhea virus isolate JXGZ/2022 spike protein (S) gene, complete cds	G2bchinanew.txt	182	G2b	OQ122111.1|JXGZ/2022|14-Mar-2022|China	14-Mar-2022	missing_or_unparseable_date
OQ437174.1	Porcine epidemic diarrhea virus strain YNLP/2022, complete genome	G2bchinanew.txt	100	G2b	OQ437174.1|YNLP/2022|10-Dec-2022|China	10-Dec-2022	missing_or_unparseable_date
OQ589489.1	Porcine epidemic diarrhea virus strain attenuated AJ1102-R, complete genome	G2bchinanew.txt	120	G2b	OQ589489.1|attenuated_AJ1102-R|25-Feb-2023|China	25-Feb-2023	missing_or_unparseable_date
OR001817.1	Porcine epidemic diarrhea virus isolate A22073101 spike protein (S) gene, complete cds	G2bchinanew.txt	167	G2b	OR001817.1|A22073101|31-Jul-2022|China	31-Jul-2022	missing_or_unparseable_date
OR479072.1	Porcine epidemic diarrhea virus isolate CH/GD2101 spike protein (S) gene, complete cds	G2bchinanew.txt	113	G2b	OR479072.1|CH/GD2101|NA|China	N/A	missing_or_unparseable_date
OR479073.1	Porcine epidemic diarrhea virus isolate CH/GD2201 spike protein (S) gene, complete cds	G2bchinanew.txt	177	G2b	OR479073.1|CH/GD2201|NA|China	N/A	missing_or_unparseable_date
OR479074.1	Porcine epidemic diarrhea virus isolate CH/GD2301 spike protein (S) gene, complete cds	G2bchinanew.txt	181	G2b	OR479074.1|CH/GD2301|NA|China	N/A	missing_or_unparseable_date
OR479075.1	Porcine epidemic diarrhea virus isolate CH/GX2101 spike protein (S) gene, complete cds	G2bchinanew.txt	110	G2b	OR479075.1|CH/GX2101|NA|China	N/A	missing_or_unparseable_date
OR479076.1	Porcine epidemic diarrhea virus isolate CH/GX2201 spike protein (S) gene, complete cds	G2bchinanew.txt	155	G2b	OR479076.1|CH/GX2201|NA|China	N/A	missing_or_unparseable_date
OR479077.1	Porcine epidemic diarrhea virus isolate CH/GX2301 spike protein (S) gene, complete cds	G2bchinanew.txt	65	G2b	OR479077.1|CH/GX2301|NA|China	N/A	missing_or_unparseable_date
OR479078.1	Porcine epidemic diarrhea virus isolate CH/JX2101 spike protein (S) gene, complete cds	G2bchinanew.txt	131	G2b	OR479078.1|CH/JX2101|NA|China	N/A	missing_or_unparseable_date
OR479079.1	Porcine epidemic diarrhea virus isolate CH/JX2201 spike protein (S) gene, complete cds	G2bchinanew.txt	149	G2b	OR479079.1|CH/JX2201|NA|China	N/A	missing_or_unparseable_date
PP395584.1	Porcine epidemic diarrhea virus strain SC2022YA spike protein (S) gene, complete cds	G2bchinanew.txt	44	G2b	PP395584.1|SC2022YA|11-Feb-2022|China	11-Feb-2022	missing_or_unparseable_date
PV164728.1	Porcine epidemic diarrhea virus isolate PEDV ZJ23TZ0201-01 spike protein (S) gene, complete cds	G2bchinanew.txt	130	G2b	PV164728.1|PEDV_ZJ23TZ0201-01|07-Feb-2023|China	07-Feb-2023	missing_or_unparseable_date
PV536080.1	Porcine epidemic diarrhea virus isolate PEDV-GDYL30-2022, partial genome	G2bchinanew.txt	153	G2b	PV536080.1|PEDV-GDYL30-2022|01-Dec-2022|China	01-Dec-2022	missing_or_unparseable_date
PV536081.1	Porcine epidemic diarrhea virus isolate PEDV-GDYL9-2022, partial genome	G2bchinanew.txt	154	G2b	PV536081.1|PEDV-GDYL9-2022|01-Dec-2022|China	01-Dec-2022	missing_or_unparseable_date
PV536106.1	Porcine epidemic diarrhea virus isolate PEDV-NMBB15-2023, partial genome	G2bchinanew.txt	144	G2b	PV536106.1|PEDV-NMBB15-2023|17-Sep-2023|China	17-Sep-2023	missing_or_unparseable_date
KF840551.1	Porcine epidemic diarrhea virus isolate CH/HuBWHYQ/2012 spike protein (S), hypothetical protein (ORF3), envelope protein (E), membrane protein (M), and nucleocapsid protein (N) genes, complete cds	G2cchinanew.txt	10	G2c	KF840551.1|CH/HuBWHYQ/2012|24-Sep-2012|China	24-Sep-2012	missing_or_unparseable_date
KR153326.1	Porcine epidemic diarrhea virus strain CH/GDZHDM/1401, complete genome	G2cchinanew.txt	152	G2c	KR153326.1|CH/GDZHDM/1401|04-Jan-2014|China	04-Jan-2014	missing_or_unparseable_date
KR809885.1	Porcine epidemic diarrhea virus isolate CH/HNAY/2015, complete genome	G2cchinanew.txt	219	G2c	KR809885.1|CH/HNAY/2015|18-Mar-2015|China	18-Mar-2015	missing_or_unparseable_date
KT199103.1	Porcine epidemic diarrhea virus isolate CH/HNLH/2015, complete genome	G2cchinanew.txt	127	G2c	KT199103.1|CH/HNLH/2015|01-Jun-2015|China	01-Jun-2015	missing_or_unparseable_date
KT239505.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHFY-1 spike protein-like gene, complete sequence	G2cchinanew.txt	51	G2c	KT239505.1|AHFY-1|NA|China	N/A	missing_or_unparseable_date
KT239507.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHSZ-1 spike protein-like gene, complete sequence	G2cchinanew.txt	135	G2c	KT239507.1|AHSZ-1|NA|China	N/A	missing_or_unparseable_date
KT239511.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHHF-3 spike protein-like gene, complete sequence	G2cchinanew.txt	141	G2c	KT239511.1|AHHF-3|NA|China	N/A	missing_or_unparseable_date
KT239512.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHCZ-1 spike protein-like gene, complete sequence	G2cchinanew.txt	31	G2c	KT239512.1|AHCZ-1|NA|China	N/A	missing_or_unparseable_date
KT239516.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHLA-1 spike protein-like gene, complete sequence	G2cchinanew.txt	21	G2c	KT239516.1|AHLA-1|NA|China	N/A	missing_or_unparseable_date
KT239518.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHTL-1 spike protein-like gene, complete sequence	G2cchinanew.txt	160	G2c	KT239518.1|AHTL-1|NA|China	N/A	missing_or_unparseable_date
KT239519.1	UNVERIFIED: Porcine epidemic diarrhea virus strain AHBZ-1 spike protein-like gene, complete sequence	G2cchinanew.txt	49	G2c	KT239519.1|AHBZ-1|NA|China	N/A	missing_or_unparseable_date
KT388410.1	Porcine epidemic diarrhea virus isolate CH-YYC-2025 spike glycoprotein gene, complete cds	G2cchinanew.txt	162	G2c	KT388410.1|CH-YYC-2025|08-Jan-2015|China	08-Jan-2015	missing_or_unparseable_date
KT388413.1	Porcine epidemic diarrhea virus isolate CH-XDC-2015 spike glycoprotein gene, complete cds	G2cchinanew.txt	124	G2c	KT388413.1|CH-XDC-2015|10-Mar-2015|China	10-Mar-2015	missing_or_unparseable_date
KU133236.1	Porcine epidemic diarrhea virus isolate CH-SDDP-1-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	53	G2c	KU133236.1|CH-SDDP-1-2014|01-Apr-2014|China	01-Apr-2014	missing_or_unparseable_date
KU133238.1	Porcine epidemic diarrhea virus isolate CH-SDDP-3-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	171	G2c	KU133238.1|CH-SDDP-3-2014|04-Apr-2014|China	04-Apr-2014	missing_or_unparseable_date
KU133247.1	Porcine epidemic diarrhea virus isolate CH-SDLS-1-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	176	G2c	KU133247.1|CH-SDLS-1-2014|09-Mar-2014|China	09-Mar-2014	missing_or_unparseable_date
KU133248.1	Porcine epidemic diarrhea virus isolate CH-SDLS-2-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	177	G2c	KU133248.1|CH-SDLS-2-2014|09-Mar-2014|China	09-Mar-2014	missing_or_unparseable_date
KU133250.1	Porcine epidemic diarrhea virus isolate CH-SDLY-1-2013 spike protein (S) gene, complete cds	G2cchinanew.txt	151	G2c	KU133250.1|CH-SDLY-1-2013|26-Dec-2013|China	26-Dec-2013	missing_or_unparseable_date
KU133251.1	Porcine epidemic diarrhea virus isolate CH-SDLY-1-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	175	G2c	KU133251.1|CH-SDLY-1-2014|12-Nov-2014|China	12-Nov-2014	missing_or_unparseable_date
KU133259.1	Porcine epidemic diarrhea virus isolate CH-SDQF-4-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	172	G2c	KU133259.1|CH-SDQF-4-2014|04-Apr-2014|China	04-Apr-2014	missing_or_unparseable_date
KU133269.1	Porcine epidemic diarrhea virus isolate CH-SDZC-2015 spike protein (S) gene, complete cds	G2cchinanew.txt	33	G2c	KU133269.1|CH-SDZC-2015|20-Apr-2015|China	20-Apr-2015	missing_or_unparseable_date
KU237217.1	Porcine epidemic diarrhea virus strain HJ S protein (S) gene, complete cds	G2cchinanew.txt	220	G2c	KU237217.1|CH/HJ/2015|01-Feb-2015|China	01-Feb-2015	missing_or_unparseable_date
KU237219.1	Porcine epidemic diarrhea virus strain JY S protein (S) gene, complete cds	G2cchinanew.txt	216	G2c	KU237219.1|CH/JY/2015|01-Feb-2015|China	01-Feb-2015	missing_or_unparseable_date
KU237220.1	Porcine epidemic diarrhea virus strain KF S protein (S) gene, complete cds	G2cchinanew.txt	123	G2c	KU237220.1|CH/KF/2015|01-Feb-2015|China	01-Feb-2015	missing_or_unparseable_date
KU237222.1	Porcine epidemic diarrhea virus strain MZ S protein (S) gene, complete cds	G2cchinanew.txt	173	G2c	KU237222.1|CH/MZ/2014|01-Oct-2014|China	01-Oct-2014	missing_or_unparseable_date
KU237223.1	Porcine epidemic diarrhea virus strain NH S protein (S) gene, complete cds	G2cchinanew.txt	170	G2c	KU237223.1|CH/NH/2015|01-Mar-2015|China	01-Mar-2015	missing_or_unparseable_date
KU237224.1	Porcine epidemic diarrhea virus strain PDS S protein (S) gene, complete cds	G2cchinanew.txt	130	G2c	KU237224.1|CH/PDS/2015|01-Apr-2015|China	01-Apr-2015	missing_or_unparseable_date
KU237225.1	Porcine epidemic diarrhea virus strain QX1 S protein (S) gene, complete cds	G2cchinanew.txt	155	G2c	KU237225.1|CH/QX1/2014|01-Sep-2014|China	01-Sep-2014	missing_or_unparseable_date
KU237226.1	Porcine epidemic diarrhea virus strain QX2 S protein (S) gene, complete cds	G2cchinanew.txt	154	G2c	KU237226.1|CH/QX2/2014|01-Sep-2014|China	01-Sep-2014	missing_or_unparseable_date
KU237227.1	Porcine epidemic diarrhea virus strain QX3 S protein (S) gene, complete cds	G2cchinanew.txt	156	G2c	KU237227.1|CH/QX3/2014|01-Sep-2014|China	01-Sep-2014	missing_or_unparseable_date
KU237229.1	Porcine epidemic diarrhea virus strain WZ1 S protein (S) gene, complete cds	G2cchinanew.txt	217	G2c	KU237229.1|CH/WZ1/2014|01-Dec-2014|China	01-Dec-2014	missing_or_unparseable_date
KU237230.1	Porcine epidemic diarrhea virus strain WZ2 S protein (S) gene, complete cds	G2cchinanew.txt	218	G2c	KU237230.1|CH/WZ2/2014|01-Dec-2014|China	01-Dec-2014	missing_or_unparseable_date
KU237231.1	Porcine epidemic diarrhea virus strain XX S protein (S) gene, complete cds	G2cchinanew.txt	149	G2c	KU237231.1|CH/XX/2015|01-Apr-2015|China	01-Apr-2015	missing_or_unparseable_date
KU237233.1	UNVERIFIED: Porcine epidemic diarrhea virus strain YZ1 S protein (S) gene, complete cds	G2cchinanew.txt	174	G2c	KU237233.1|CH/YZ1/2015|01-May-2015|China	01-May-2015	missing_or_unparseable_date
KU252649.1	Porcine epidemic diarrhea virus strain YC2014, complete genome	G2cchinanew.txt	196	G2c	KU252649.1|YC2014|08-May-2014|China	08-May-2014	missing_or_unparseable_date
KU743294.1	Porcine epidemic diarrhea virus strain AHCZ-2 spike protein (S) gene, complete cds	G2cchinanew.txt	136	G2c	KU743294.1|AHCZ-2|NA|China	N/A	missing_or_unparseable_date
KU743295.1	Porcine epidemic diarrhea virus strain AHAQ-2 spike protein (S) gene, complete cds	G2cchinanew.txt	139	G2c	KU743295.1|AHAQ-2|NA|China	N/A	missing_or_unparseable_date
KU743296.1	Porcine epidemic diarrhea virus strain AHSZ-2 spike protein (S) gene, complete cds	G2cchinanew.txt	30	G2c	KU743296.1|AHSZ-2|NA|China	N/A	missing_or_unparseable_date
KU743297.1	Porcine epidemic diarrhea virus strain AHHF-4 spike protein (S) gene, complete cds	G2cchinanew.txt	178	G2c	KU743297.1|AHHF-4|NA|China	N/A	missing_or_unparseable_date
KU743298.1	Porcine epidemic diarrhea virus strain AHHB-1 spike protein (S) gene, complete cds	G2cchinanew.txt	179	G2c	KU743298.1|AHHB-1|NA|China	N/A	missing_or_unparseable_date
KU743299.1	Porcine epidemic diarrhea virus strain AHCZ-1 spike protein (S) gene, complete cds	G2cchinanew.txt	24	G2c	KU743299.1|AHCZ-1|NA|China	N/A	missing_or_unparseable_date
KU975405.1	Porcine epidemic diarrhea virus isolate CH-SCAY-2014 spike protein (S) gene, complete cds	G2cchinanew.txt	52	G2c	KU975405.1|CH-SCAY-2014|23-Dec-2014|China	23-Dec-2014	missing_or_unparseable_date
KX016034.1	Porcine epidemic diarrhea virus isolate CH/GDZHDM/1401, complete genome	G2cchinanew.txt	153	G2c	KX016034.1|CH/GDZHDM/1401|04-Jan-2014|China	04-Jan-2014	missing_or_unparseable_date
KX058031.1	UNVERIFIED: Porcine epidemic diarrhea virus strain CH/JX/01/P0, complete genome	G2cchinanew.txt	125	G2c	KX058031.1|CH/JX/01/P0|05-Dec-2014|China	05-Dec-2014	missing_or_unparseable_date
KX812524.1	Porcine epidemic diarrhea virus isolate XM2-4, complete genome	G2cchinanew.txt	226	G2c	KX812524.1|XM2-4|01-Aug-2016|China	01-Aug-2016	missing_or_unparseable_date
KY649107.1	Porcine epidemic diarrhea virus strain CH-HNKF-16, complete genome	G2cchinanew.txt	209	G2c	KY649107.1|CH-HNKF-16|01-May-2016|China	01-May-2016	missing_or_unparseable_date
KY793536.1	Porcine epidemic diarrhea virus strain CH/GX/2015/750A, complete genome	G2cchinanew.txt	159	G2c	KY793536.1|CH/GX/2015/750A|14-Feb-2015|China	14-Feb-2015	missing_or_unparseable_date
MF375374.1	Porcine epidemic diarrhea virus isolate CH/JXJA/2017, complete genome	G2cchinanew.txt	805	G2c	MF375374.1|CH/JXJA/2017|21-May-2017|China	21-May-2017	missing_or_unparseable_date
MF807951.1	Porcine epidemic diarrhea virus strain C3-HB2017, complete genome	G2cchinanew.txt	534	G2c	MF807951.1|C3-HB2017|19-Feb-2017|China	19-Feb-2017	missing_or_unparseable_date
MG020538.1	Porcine epidemic diarrhea virus isolate CH-AHBB-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	349	G2c	MG020538.1|CH-AHBB-1-2016|13-Sep-2016|China	13-Sep-2016	missing_or_unparseable_date
MG020539.1	Porcine epidemic diarrhea virus isolate CH-AHHX-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	479	G2c	MG020539.1|CH-AHHX-1-2016|19-Nov-2016|China	19-Nov-2016	missing_or_unparseable_date
MG020541.1	Porcine epidemic diarrhea virus isolate CH-AHXC-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	476	G2c	MG020541.1|CH-AHXC-1-2016|22-Dec-2016|China	22-Dec-2016	missing_or_unparseable_date
MG020542.1	Porcine epidemic diarrhea virus isolate CH-HBMC-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	17	G2c	MG020542.1|CH-HBMC-1-2016|17-Nov-2016|China	17-Nov-2016	missing_or_unparseable_date
MG020543.1	Porcine epidemic diarrhea virus isolate CH-HBMC-2-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	611	G2c	MG020543.1|CH-HBMC-2-2016|17-Nov-2016|China	17-Nov-2016	missing_or_unparseable_date
MG020545.1	Porcine epidemic diarrhea virus isolate CH-JSZJ-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	18	G2c	MG020545.1|CH-JSZJ-1-2016|11-Apr-2016|China	11-Apr-2016	missing_or_unparseable_date
MG020546.1	Porcine epidemic diarrhea virus isolate CH-JSZJ-2-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	612	G2c	MG020546.1|CH-JSZJ-2-2016|11-Apr-2016|China	11-Apr-2016	missing_or_unparseable_date
MG020547.1	Porcine epidemic diarrhea virus isolate CH-JXJJ-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	477	G2c	MG020547.1|CH-JXJJ-1-2016|04-Mar-2016|China	04-Mar-2016	missing_or_unparseable_date
MG020551.1	Porcine epidemic diarrhea virus isolate CH-ML-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	480	G2c	MG020551.1|CH-ML-1-2016|18-Mar-2016|China	18-Mar-2016	missing_or_unparseable_date
MG020552.1	Porcine epidemic diarrhea virus isolate CH-ML-2-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	113	G2c	MG020552.1|CH-ML-2-2016|21-Mar-2016|China	21-Mar-2016	missing_or_unparseable_date
MG020553.1	Porcine epidemic diarrhea virus isolate CH-ZJLS-1-2016 spike protein (S) gene, complete cds	G2cchinanew.txt	110	G2c	MG020553.1|CH-ZJLS-1-2016|07-Dec-2016|China	07-Dec-2016	missing_or_unparseable_date
MH053412.1	Porcine epidemic diarrhea virus isolate CH/SCMZ/2017 spike protein (S) gene, complete cds	G2cchinanew.txt	99	G2c	MH053412.1|CH/SCMZ/2017|05-Jan-2017|China	05-Jan-2017	missing_or_unparseable_date
MH053413.1	Porcine epidemic diarrhea virus isolate CH/SCSH/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	106	G2c	MH053413.1|CH/SCSH/2018|23-Jan-2018|China	23-Jan-2018	missing_or_unparseable_date
MH053418.1	Porcine epidemic diarrhea virus isolate CH/SCAZ1/2017 spike protein (S) gene, complete cds	G2cchinanew.txt	423	G2c	MH053418.1|CH/SCAZ1/2017|18-Sep-2017|China	18-Sep-2017	missing_or_unparseable_date
MH053419.1	Porcine epidemic diarrhea virus isolate CH/SCCZ/2017 spike protein (S) gene, complete cds	G2cchinanew.txt	325	G2c	MH053419.1|CH/SCCZ/2017|04-Mar-2017|China	04-Mar-2017	missing_or_unparseable_date
MH053420.1	Porcine epidemic diarrhea virus isolate CH/SCJY/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	344	G2c	MH053420.1|CH/SCJY/2018|05-Mar-2018|China	05-Mar-2018	missing_or_unparseable_date
MH061337.1	Porcine epidemic diarrhea virus strain CH/SCZG/2017, complete genome	G2cchinanew.txt	402	G2c	MH061337.1|CH/SCZG/2017|05-Jan-2017|China	05-Jan-2017	missing_or_unparseable_date
MH061339.1	Porcine epidemic diarrhea virus strain CH/SCAZ10/2017, complete genome	G2cchinanew.txt	424	G2c	MH061339.1|CH/SCAZ10/2017|27-Nov-2017|China	27-Nov-2017	missing_or_unparseable_date
MH061340.1	Porcine epidemic diarrhea virus strain CH/SCZY103/2017, complete genome	G2cchinanew.txt	98	G2c	MH061340.1|CH/SCZY103/2017|01-Dec-2017|China	01-Dec-2017	missing_or_unparseable_date
MH061341.1	Porcine epidemic diarrhea virus strain CH/SCLS/2018, complete genome	G2cchinanew.txt	377	G2c	MH061341.1|CH/SCLS/2018|12-Jan-2018|China	12-Jan-2018	missing_or_unparseable_date
MH581489.1	Porcine epidemic diarrhea virus isolate CH/HBTS/2017, complete genome	G2cchinanew.txt	488	G2c	MH581489.1|CH/HBTS/2017|20-Jul-2017|China	20-Jul-2017	missing_or_unparseable_date
MH593139.1	Porcine epidemic diarrhea virus isolate CH/SCSH425/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	107	G2c	MH593139.1|CH/SCSH425/2018|25-Apr-2018|China	25-Apr-2018	missing_or_unparseable_date
MH593140.1	Porcine epidemic diarrhea virus isolate CH/SCDY503/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	72	G2c	MH593140.1|CH/SCDY503/2018|03-May-2018|China	03-May-2018	missing_or_unparseable_date
MH593142.1	Porcine epidemic diarrhea virus isolate CH/SCQL517/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	94	G2c	MH593142.1|CH/SCQL517/2018|17-May-2018|China	17-May-2018	missing_or_unparseable_date
MH593143.1	Porcine epidemic diarrhea virus isolate CH/SCDL/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	116	G2c	MH593143.1|CH/SCDL/2018|19-May-2018|China	19-May-2018	missing_or_unparseable_date
MH593144.1	Porcine epidemic diarrhea virus isolate CH/SCDY523/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	504	G2c	MH593144.1|CH/SCDY523/2018|23-May-2018|China	23-May-2018	missing_or_unparseable_date
MH593145.1	Porcine epidemic diarrhea virus isolate CH/SCSH525/2018 spike protein (S) gene, complete cds	G2cchinanew.txt	97	G2c	MH593145.1|CH/SCSH525/2018|25-May-2018|China	25-May-2018	missing_or_unparseable_date
